INDIR,FOLDER,IN FILE,DURATION,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,LATITUDE,LONGITUDE,MODEL,SERIAL NO,FIRMWARE,PREFIX,NOTES,AUTO ID,PULSES,MATCHING,MATCH RATIO,MARGIN,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BALLUM_20231201_064139.wav,5.018,2023-12-01,06:41:39,6,2023-11-30,18:41:39,18,55.06774,8.67996,SM4BAT-FS,S4U17627,2.4.6,BALLUM,,,,,,,1,,,,,,HpH7/y94IbgaCY/8NI1R4g==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BALLUM_20241007_182653.wav,9.970667,2024-10-07,18:26:53,18,2024-10-07,06:26:53,6,55.06774,8.67996,SM4BAT-FS,S4U17627,2.4.8,BALLUM,,,,,,,1,,,,,,DZnabOTT4tHQ/zfvnCvhpw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BALLUM_20241007_183104.wav,15,2024-10-07,18:31:04,18,2024-10-07,06:31:04,6,55.06774,8.67996,SM4BAT-FS,S4U17627,2.4.8,BALLUM,,,,,,,1,,,,,,H+wVatq1DbIWYRYnhgYpxw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BALLUM_20241007_182705.wav,15,2024-10-07,18:27:05,18,2024-10-07,06:27:05,6,55.06774,8.67996,SM4BAT-FS,S4U17627,2.4.8,BALLUM,,,,,,,1,,,,,,1KybPGSxnpki55Ag8Gf3iw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BALLUM_20241007_182834.wav,15,2024-10-07,18:28:34,18,2024-10-07,06:28:34,6,55.06774,8.67996,SM4BAT-FS,S4U17627,2.4.8,BALLUM,,,,,,,1,,,,,,aMMIvwNVeDs6zpluWUhDKQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BALLUM_20241007_183157.wav,15,2024-10-07,18:31:57,18,2024-10-07,06:31:57,6,55.06774,8.67996,SM4BAT-FS,S4U17627,2.4.8,BALLUM,,,,,,,1,,,,,,6zR1KgcJOTaII+s6Uaem3Q==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BALLUM_20241011_203009.wav,5.617333,2024-10-11,20:30:09,20,2024-10-11,08:30:09,8,55.06774,8.67996,SM4BAT-FS,S4U17627,2.4.8,BALLUM,,,,,,,1,,,,,,hiSNNpeA0/kmWpBItlJnBg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20230829_210617.wav,5.222667,2023-08-29,21:06:17,21,2023-08-29,09:06:17,9,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.6,BLAAVAND,,,,,,,1,,,,,,mJ5ObGsleki7dhI4+H3MJg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BALLUM_20241007_183236.wav,15,2024-10-07,18:32:36,18,2024-10-07,06:32:36,6,55.06774,8.67996,SM4BAT-FS,S4U17627,2.4.8,BALLUM,,,,,,,1,,,,,,1uJVuIy/5IjwsHfqHwRqbw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BALLUM_20241007_183326.wav,13.129333,2024-10-07,18:33:26,18,2024-10-07,06:33:26,6,55.06774,8.67996,SM4BAT-FS,S4U17627,2.4.8,BALLUM,,,,,,,1,,,,,,ydutzwWl9dJ6hJmZU10fpA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20230829_190438.wav,10.538667,2023-08-29,19:04:38,19,2023-08-29,07:04:38,7,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.6,BLAAVAND,,,,,,,1,,,,,,MUmnljM58teHKVbot57Yhg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20230829_212401.wav,9.958667,2023-08-29,21:24:01,21,2023-08-29,09:24:01,9,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.6,BLAAVAND,,,,,,,1,,,,,,DL1tUA1Pweuv12HfwU/zng==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20230830_012046.wav,5.241333,2023-08-30,01:20:46,1,2023-08-29,13:20:46,13,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.6,BLAAVAND,,,,,,,1,,,,,,8mjSRYQem85rzoZb9vwYdA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20230830_204553.wav,3.341333,2023-08-30,20:45:53,20,2023-08-30,08:45:53,8,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.6,BLAAVAND,,,,,,,1,,,,,,wACT+7pQYfJqqs44GtYEUQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20230830_020618.wav,4.152,2023-08-30,02:06:18,2,2023-08-29,14:06:18,14,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.6,BLAAVAND,,,,,,,1,,,,,,8KzXhajCraBa/14a5LXqcw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20230829_220635.wav,13.169333,2023-08-29,22:06:35,22,2023-08-29,10:06:35,10,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.6,BLAAVAND,,,,,,,1,,,,,,U7WnoVOMBByonIyftOM58Q==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20230830_024051.wav,5.044,2023-08-30,02:40:51,2,2023-08-29,14:40:51,14,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.6,BLAAVAND,,,,,,,1,,,,,,zRxm44u87UJkXX2aKLhJCw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20230830_014704.wav,6.389333,2023-08-30,01:47:04,1,2023-08-29,13:47:04,13,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.6,BLAAVAND,,,,,,,1,,,,,,6tn97hjIAoAY1kQ9MoGs3Q==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20230831_191238.wav,4.664,2023-08-31,19:12:38,19,2023-08-31,07:12:38,7,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.6,BLAAVAND,,,,,,,1,,,,,,T2ssZgAi2Xuur4OwIC53Hw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20240122_162759.wav,5.473333,2024-01-22,16:27:59,16,2024-01-22,04:27:59,4,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.6,BLAAVAND,,,,,,,1,,,,,,zzH35x3OT9BT5gAcKXuGBg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20230831_190600.wav,4.804,2023-08-31,19:06:00,19,2023-08-31,07:06:00,7,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.6,BLAAVAND,,,,,,,1,,,,,,hSRT8E8aS+ZgBWW9D8G7ng==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20250320_183335.wav,3.209333,2025-03-20,18:33:35,18,2025-03-20,06:33:35,6,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.8,BLAAVAND,,,,,,,1,,,,,,+y126KphUfBALkH632I9dQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20230831_013141.wav,9.904,2023-08-31,01:31:41,1,2023-08-30,13:31:41,13,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.6,BLAAVAND,,,,,,,1,,,,,,AqB4h2Je7p3FJ7Z5tELxtg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,FANO_20230922_191751.wav,7.549333,2023-09-22,19:17:51,19,2023-09-22,07:17:51,7,55.55796,8.08325,SM4BAT-FS,S4U17595,2.4.6,FANO,,,,,,,1,,,,,,b3FS+X+KsmkqsZuViJArdw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20250320_214155.wav,10.478666,2025-03-20,21:41:55,21,2025-03-20,09:41:55,9,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.8,BLAAVAND,,,,,,,1,,,,,,nVS9MxO6XwvKltTNgxI8hA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20250320_212709.wav,12.224,2025-03-20,21:27:09,21,2025-03-20,09:27:09,9,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.8,BLAAVAND,,,,,,,1,,,,,,gshksGQqYypsQBCpYpzrDA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,FANO_20241105_210252.wav,10.998667,2024-11-05,21:02:52,21,2024-11-05,09:02:52,9,55.55796,8.08325,SM4BAT-FS,S4U17595,2.4.8,FANO,,,,,,,1,,,,,,82ZNOlLvTliWJ8nif8btKw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,BLAAVAND_20250320_183220.wav,15,2025-03-20,18:32:20,18,2025-03-20,06:32:20,6,55.55705,8.08675,SM4BAT-FS,S4U17581,2.4.8,BLAAVAND,,,,,,,1,,,,,,gSnJeQQ3wbSBtZFso/Fovw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HR-A-A05_20230520_202305.wav,4.761333,2023-05-20,20:23:05,20,2023-05-20,08:23:05,8,55.69732,7.5719,SM4BAT-FS,S4U17625,2.4.6,HR-A-A05,,,,,,,1,,,,,,WLksAd6MuBP3zcWgInujNw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,FANO_20241105_213759.wav,8.082666,2024-11-05,21:37:59,21,2024-11-05,09:37:59,9,55.55796,8.08325,SM4BAT-FS,S4U17595,2.4.8,FANO,,,,,,,1,,,,,,+hAPJOHIikKeAyGOjcXT5A==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HR-A-A05_20230526_210658.wav,5.365334,2023-05-26,21:06:58,21,2023-05-26,09:06:58,9,55.69732,7.5719,SM4BAT-FS,S4U17625,2.4.6,HR-A-A05,,,,,,,1,,,,,,b/6675ILhGEJG59fsG7EUQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,FANO_20241106_011709.wav,14.564,2024-11-06,01:17:09,1,2024-11-05,13:17:09,13,55.55796,8.08325,SM4BAT-FS,S4U17595,2.4.8,FANO,,,,,,,1,,,,,,TmenFTmesBEvID0DVkFaYg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HR3-4S-C_20230428_005647.wav,13,2023-04-28,00:56:47,0,2023-04-27,12:56:47,12,55.73477,7.79082,SM4BAT-FS,S4U17597,2.4.6,HR3-4S-C,,,,,,,1,,,,,,voKQo5LURO5d0r4EL4jNAw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HR-X_20231031_005702.wav,15,2023-10-31,00:57:02,0,2023-10-30,12:57:02,12,55.5629,8.18023,SM4BAT-FS,S4U17625,2.4.6,HR-X,,,,,,,1,,,,,,amEIbtz9ai9c1Lf4Dq85fg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HR-V_20231114_055918.wav,15,2023-11-14,05:59:18,5,2023-11-13,17:59:18,17,55.71619,8.22766,SM4BAT-FS,S4U17603,2.4.6,HR-V,,,,,,,1,,,,,,yU1642i2gcnPjk0rebYj+A==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20230829_190440.wav,4.298666,2023-08-29,19:04:40,19,2023-08-29,07:04:40,7,55.55796,8.08325,SM4BAT-FS,S4U17614,2.4.6,HUSBY,,,,,,,1,,,,,,KurMsbV8neYQ3/Oa15lhQA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HR-F01_20230618_214002.wav,15,2023-06-18,21:40:02,21,2023-06-18,09:40:02,9,55.70688,7.7086,SM4BAT-FS,S4U17629,2.4.6,HR-F01,,,,,,,1,,,,,,dmHI3TCBv6WTtblsHnvdKA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HR3-X_20230908_033321.wav,9.972,2023-09-08,03:33:21,3,2023-09-07,15:33:21,15,55.55806,8.08333,SM4BAT-FS,S4U14415,2.4.6,HR3-X,,,,,,,1,,,,,,wI6xjuDBHIzQt5YXWFMftQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20230829_191554.wav,4.489333,2023-08-29,19:15:54,19,2023-08-29,07:15:54,7,55.55796,8.08325,SM4BAT-FS,S4U17614,2.4.6,HUSBY,,,,,,,1,,,,,,+jjYCOEM/k94ceFFCTaGtg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HR3-Z_20230915_201245.wav,9.97,2023-09-15,20:12:45,20,2023-09-15,08:12:45,8,55.55806,8.08333,SM4BAT-FS,S4U17620,2.4.6,HR3-Z,,,,,,,1,,,,,,qsEA19gQm9dUaZLvDpNY8A==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HR3-X_20231009_024216.wav,9.956,2023-10-09,02:42:16,2,2023-10-08,14:42:16,14,55.55806,8.08333,SM4BAT-FS,S4U14415,2.4.6,HR3-X,,,,,,,1,,,,,,3M4Ba8t0oZC8B5a1qCL/Kw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20230829_191726.wav,7.545333,2023-08-29,19:17:26,19,2023-08-29,07:17:26,7,55.55796,8.08325,SM4BAT-FS,S4U17614,2.4.6,HUSBY,,,,,,,1,,,,,,Cb80ffgKIxwol1md2dhj+Q==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20230829_205848.wav,6.676,2023-08-29,20:58:48,20,2023-08-29,08:58:48,8,55.55796,8.08325,SM4BAT-FS,S4U17614,2.4.6,HUSBY,,,,,,,1,,,,,,DpUHiLgwX/gkfK7v0O4PrA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20230829_203942.wav,9.749333,2023-08-29,20:39:42,20,2023-08-29,08:39:42,8,55.55796,8.08325,SM4BAT-FS,S4U17614,2.4.6,HUSBY,,,,,,,1,,,,,,1/IgNkX3Ybz5OeHYbysczg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20230829_205258.wav,8.056,2023-08-29,20:52:58,20,2023-08-29,08:52:58,8,55.55796,8.08325,SM4BAT-FS,S4U17614,2.4.6,HUSBY,,,,,,,1,,,,,,w5m/hJaDrck/2/rwDT4T3A==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20240620_231845.wav,3.246667,2024-06-20,23:18:45,23,2024-06-20,11:18:45,11,55.55796,8.08325,SM4BAT-FS,S4U17614,2.4.8,HUSBY,,,,,,,1,,,,,,wAU/aHFVvbsOM5jMbw3OWw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20240620_210916.wav,3.566667,2024-06-20,21:09:16,21,2024-06-20,09:09:16,9,55.55796,8.08325,SM4BAT-FS,S4U17614,2.4.8,HUSBY,,,,,,,1,,,,,,YLkXqLqsjr2fzy7LDp0wWg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20231012_034740.wav,5.530667,2023-10-12,03:47:40,3,2023-10-11,15:47:40,15,55.55796,8.08325,SM4BAT-FS,S4U17614,2.4.6,HUSBY,,,,,,,1,,,,,,Na5JcE2eZyQbPJDp2GIzqA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20240620_235943.wav,5.621333,2024-06-20,23:59:43,23,2024-06-20,11:59:43,11,55.55796,8.08325,SM4BAT-FS,S4U17614,2.4.8,HUSBY,,,,,,,1,,,,,,Cijjyp/Ya4M9U5QbZJcnmg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20240621_004854.wav,3.402667,2024-06-21,00:48:54,0,2024-06-20,12:48:54,12,55.55796,8.08325,SM4BAT-FS,S4U17614,2.4.8,HUSBY,,,,,,,1,,,,,,Bo+4U1VgNYAPxry5JTrVig==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20250408_193109.wav,3.241333,2025-04-08,19:31:09,19,2025-04-08,07:31:09,7,56.27866,8.1706,SM4BAT-FS,S4U17614,2.4.8,HUSBY,,,,,,,1,,,,,,Z1TO13gvQS8BJnHFsO1MtA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20230829_214434.wav,15,2023-08-29,21:44:34,21,2023-08-29,09:44:34,9,55.55796,8.08325,SM4BAT-FS,S4U17614,2.4.6,HUSBY,,,,,,,1,,,,,,L7TEPsGJf1hntDOEaR33KA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20250409_004313.wav,3.490667,2025-04-09,00:43:13,0,2025-04-08,12:43:13,12,56.27866,8.1706,SM4BAT-FS,S4U17614,2.4.8,HUSBY,,,,,,,1,,,,,,zTNoT1kjigtYhvKsUIBScw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20250306_033929.wav,9.097333,2025-03-06,03:39:29,3,2025-03-05,15:39:29,15,56.27866,8.1706,SM4BAT-FS,S4U17614,2.4.8,HUSBY,,,,,,,1,,,,,,2+rawQvDy2CtRq3F/tmGfg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20250409_230303.wav,4.746666,2025-04-09,23:03:03,23,2025-04-09,11:03:03,11,56.27866,8.1706,SM4BAT-FS,S4U17614,2.4.8,HUSBY,,,,,,,1,,,,,,Tv3IOVIWxKRZbHH3C6SoRA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,KAMMER_20231127_064750.wav,6.386,2023-11-27,06:47:50,6,2023-11-26,18:47:50,18,55.34035,8.66735,SM4BAT-FS,S4U17633,2.4.6,KAMMER,,,,,,,1,,,,,,dGUDLPHAPqLhk/BrPtJUyw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20250408_193929.wav,15,2025-04-08,19:39:29,19,2025-04-08,07:39:29,7,56.27866,8.1706,SM4BAT-FS,S4U17614,2.4.8,HUSBY,,,,,,,1,,,,,,CinOKazC+lw6YVqYeVQHag==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20250409_004346.wav,10.568,2025-04-09,00:43:46,0,2025-04-08,12:43:46,12,56.27866,8.1706,SM4BAT-FS,S4U17614,2.4.8,HUSBY,,,,,,,1,,,,,,54FuMtaZwhFDdj/UZAJDzw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,HUSBY_20250409_004404.wav,15,2025-04-09,00:44:04,0,2025-04-08,12:44:04,12,56.27866,8.1706,SM4BAT-FS,S4U17614,2.4.8,HUSBY,,,,,,,1,,,,,,NDg+F6Zc7/l6z9UteTCN0A==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,KAMMER_20241008_170651.wav,10.062667,2024-10-08,17:06:51,17,2024-10-08,05:06:51,5,55.34035,8.66735,SM4BAT-FS,S4U17633,2.4.8,KAMMER,,,,,,,1,,,,,,mPMddKevjjnDY1EJhTqcHg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,KAMMER_20241009_171928.wav,7.965333,2024-10-09,17:19:28,17,2024-10-09,05:19:28,5,55.34035,8.66735,SM4BAT-FS,S4U17633,2.4.8,KAMMER,,,,,,,1,,,,,,yQnoWIbXwGaXvFoabiXvbQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,KAMMER_20241010_020222.wav,7.514667,2024-10-10,02:02:22,2,2024-10-09,14:02:22,14,55.34035,8.66735,SM4BAT-FS,S4U17633,2.4.8,KAMMER,,,,,,,1,,,,,,nYc2YyoQDvQqSYmQabRmvg==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,LAND-BALLUM_20230426_044413.wav,5.422667,2023-04-26,04:44:13,4,2023-04-25,16:44:13,16,55.06774,8.67996,SM4BAT-FS,S4U12270,2.4.6,LAND-BALLUM,,,,,,,1,,,,,,S12m5p9CX8Uh80uG3QhMWQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,KAMMER_20241010_004308.wav,12.256,2024-10-10,00:43:08,0,2024-10-09,12:43:08,12,55.34035,8.66735,SM4BAT-FS,S4U17633,2.4.8,KAMMER,,,,,,,1,,,,,,ZBapVbDCRolX0K0AwKt7ew==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,KAMMER_20241010_022007.wav,7.076,2024-10-10,02:20:07,2,2024-10-09,14:20:07,14,55.34035,8.66735,SM4BAT-FS,S4U17633,2.4.8,KAMMER,,,,,,,1,,,,,,e6GXRDT/gJfwvvTTL2BNdQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,LAND10-LOT1_20230628_001954.wav,3.005333,2023-06-28,00:19:54,0,2023-06-27,12:19:54,12,55.55796,8.08325,SM4BAT-FS,S4U17623,2.4.6,LAND10-LOT1,,,,,,,1,,,,,,ht+eI1a1klZauFMaUhGnIQ==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,LAND10-LOT1_20230628_002339.wav,4.237333,2023-06-28,00:23:39,0,2023-06-27,12:23:39,12,55.55796,8.08325,SM4BAT-FS,S4U17623,2.4.6,LAND10-LOT1,,,,,,,1,,,,,,JkOTjoisBlqTOff0qetCrA==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,KAMMER_20241009_230948.wav,15,2024-10-09,23:09:48,23,2024-10-09,11:09:48,11,55.34035,8.66735,SM4BAT-FS,S4U17633,2.4.8,KAMMER,,,,,,,1,,,,,,AglLAra7OOqRw1Wm/At7sw==
C:\Offline\aspot_bats\validation_kaleidoscope\denmark\denmark,,LAND10-LOT1_20230624_231020.wav,14.309334,2023-06-24,23:10:20,23,2023-06-24,11:10:20,11,55.55796,8.08325,SM4BAT-FS,S4U17623,2.4.6,LAND10-LOT1,,,,,,,1,,,,,,/GRKbKeTbeyhoK2s/nKr6Q==
